abandon	GIVE-UP_ABOLISH_ABANDON	DISCARD	CHANGE_SWITCH
pare	CUT	REDUCE_DIMINISH
park	MOVE-SOMETHING
parlay	BENEFIT_EXPLOIT
parole	LIBERATE_ALLOW_AFFORD
parrot	REPEAT
parry	ABSTAIN_AVOID_REFRAIN
part	DISBAND_BREAK-UP
partake	SHARE
participate	PARTICIPATE
partition	SEPARATE_FILTER_DETACH
pass	ACHIEVE	SLEEP	LEAVE-BEHIND	GIVE_GIFT	MISS_OMIT_LACK	DECEIVE	AUTHORIZE_ADMIT	CHANGE-HANDS	SUBJECTIVE-JUDGING	HAPPEN_OCCUR	OVERCOME_SURPASS	KILL	REFUSE
paste	ATTACH
pasteurize	HEAT
patch	REPAIR_REMEDY
patent	POSSESS
patrol	WATCH_LOOK-OUT
patronize	FOLLOW_SUPPORT_SPONSOR_FUND
pattern	SHAPE
pause	STOP
pave	PUT_APPLY_PLACE_PAVE	PREPARE
pawn	SELL
pay	ACHIEVE	PAY
peacemake	BEFRIEND
peak	REACH
peal	MAKE-A-SOUND
peck	EAT_BITE
pedal	MOVE-BY-MEANS-OF
peddle	SELL
pederastize	COURT
pee	EXCRETE
peek	SEE
peel	REMOVE_TAKE-AWAY_KIDNAP
peer	SEARCH
peg	COMPENSATE
pen	WRITE
penalize	PUNISH
pend	WAIT
penetrate	ENTER
people	FILL
pepper	ATTACK_BOMB
perceive	PERCEIVE
perch	LIE
perfect	AMELIORATE
perform	PERFORM
perish	KILL
perk	AROUSE_WAKE_ENLIVEN
permeate	AFFECT
permit	AUTHORIZE_ADMIT
perpetrate	VIOLATE
perpetuate	CONTINUE
perplex	CAUSE-MENTAL-STATE
persecute	HURT_HARM_ACHE
persevere	CONTINUE
persist	CONTINUE
personalize	CHANGE_SWITCH
perspire	EXCRETE
persuade	PERSUADE
pertain	REFER
perturb	CAUSE-MENTAL-STATE
peruse	ANALYZE
pervade	AFFECT
pervert	VIOLATE
pester	CAUSE-MENTAL-STATE
petition	ASK_REQUEST
phase	FINISH_CONCLUDE_END
philosophize	THINK
phone	COMMUNICATE_CONTACT
photocopy	COPY
photograph	RECORD
pick	BUY	INCREASE_ENLARGE_MULTIPLY	CONTINUE	REMOVE_TAKE-AWAY_KIDNAP	SUBJUGATE	CHOOSE	HIT
pickle	PRESERVE
picture	SHOW
piece	JOIN_CONNECT
pierce	HOLE_PIERCE
piggyback	CARRY_TRANSPORT
pile	GO-FORWARD	AMASS
pillory	JOKE
pilot	MOVE-BY-MEANS-OF
pin	ATTACH
pinch	RETAIN_KEEP_SAVE-MONEY	PRESS_PUSH_FOLD	STEAL_DEPRIVE
pine	WEAKEN
ping	MAKE-A-SOUND
pinpoint	DECIDE_DETERMINE
pioneer	ESTABLISH
pipe	CARRY_TRANSPORT
pique	CAUSE-MENTAL-STATE
pirate	STEAL_DEPRIVE
piss	CAUSE-MENTAL-STATE	EXCRETE
pit	FACE_CHALLENGE	HURT_HARM_ACHE
pitch	THROW	ALLY_ASSOCIATE_MARRY	PUBLICIZE	ADJUST_CORRECT
pivot	MOVE-ONESELF
placate	MAKE-RELAX
place	PUT_APPLY_PLACE_PAVE
plagiarize	STEAL_DEPRIVE
plague	CAUSE-MENTAL-STATE
plan	PLAN_SCHEDULE
plane	CUT
plant	PUT_APPLY_PLACE_PAVE
plaster	ATTACH
plate	COVER_SPREAD_SURMOUNT
play	FINISH_CONCLUDE_END	PERFORM	FACE_CHALLENGE	FLATTER	AFFECT	PLAY_SPORT/GAME	DOWNPLAY_HUMILIATE	EMPHASIZE
plead	ASK_REQUEST	DECREE_DECLARE
please	CAUSE-MENTAL-STATE
pledge	GUARANTEE_ENSURE_PROMISE
plot	PLAN_SCHEDULE
plow	GROW_PLOW
pluck	REMOVE_TAKE-AWAY_KIDNAP
plug	STOP	PUBLICIZE	INSERT
plummet	REDUCE_DIMINISH
plunder	STEAL_DEPRIVE
plunge	DIP_DIVE	REDUCE_DIMINISH
ply	WORK	LOAD_PROVIDE_CHARGE_FURNISH
poach	HUNT
pocket	STEAL_DEPRIVE
pockmark	HURT_HARM_ACHE
point	SIGNAL_INDICATE	DIRECT_AIM_MANEUVER
poise	COMPENSATE
poison	GIVE_GIFT	KILL
poke	HOLE_PIERCE	SEARCH
police	WATCH_LOOK-OUT
polish	WASH_CLEAN	EMBELLISH
politicize	CHANGE_SWITCH
poll	ASK_REQUEST
pollinate	HAVE-SEX
pollute	DIRTY
ponder	THINK
pontificate	SPEAK
poo	EXCRETE
pool	COMBINE_MIX_UNITE
pop	HIT	APPEAR	EXPLODE	MOVE-SOMETHING
popularize	INFORM
populate	POPULATE
pore	FOCUS
portend	SIGNAL_INDICATE
portray	REPRESENT
pose	CREATE_MATERIALIZE	DECEIVE
position	PUT_APPLY_PLACE_PAVE
possess	EXIST-WITH-FEATURE
post	RECORD
postmark	PUT_APPLY_PLACE_PAVE
postpone	DELAY
posture	BEHAVE
pounce	GO-FORWARD
pound	TRAVEL	HIT
pour	SPILL_POUR	METEOROLOGICAL
power	OPERATE
practice	TRY
practise	WORK
praise	APPROVE_PRAISE
prance	MOVE-ONESELF
pray	SPEAK
pre-empt	REACT
pre-separate	SEPARATE_FILTER_DETACH
preach	FOLLOW_SUPPORT_SPONSOR_FUND
prearrange	PLAN_SCHEDULE
precede	PRECEDE
precipitate	WORSEN
preclude	PRECLUDE_FORBID_EXPEL
predate	PRECEDE
predetermine	INFLUENCE
predicate	IMPLY
predict	GUESS
predispose	PREPARE
preempt	PRECLUDE_FORBID_EXPEL
prefer	CHOOSE
prejudice	INFLUENCE
premiere	SHOW
preoccupy	CAUSE-MENTAL-STATE
prepare	ORGANIZE	PREPARE
prepay	PAY
presage	GUESS
prescribe	ORDER	GIVE_GIFT
present	GIVE_GIFT
preserve	PRESERVE
preside	MANAGE
press	OBLIGE_FORCE	PUBLISH	PRESS_PUSH_FOLD
pressure	OBLIGE_FORCE	INFLUENCE
presume	SUPPOSE
pretend	DECEIVE
prevail	WIN	CONTINUE
prevent	PRECLUDE_FORBID_EXPEL
preview	SEE
prey	BENEFIT_EXPLOIT
price	CALCULATE_ESTIMATE
prick	HOLE_PIERCE
prime	PREPARE
print	PRINT
prioritize	LOCATE-IN-TIME_DATE
privatize	SELL
prize	LIKE
probe	ANALYZE
proceed	CONTINUE
process	PREPARE
proclaim	SPEAK
procrastinate	DELAY
procure	OBTAIN
prod	INCITE_INDUCE
produce	MOUNT_ASSEMBLE_PRODUCE
profess	DECREE_DECLARE
proffer	GIVE_GIFT
profile	REPRESENT
profit	BENEFIT_EXPLOIT
profiteer	BENEFIT_EXPLOIT
program	CREATE_MATERIALIZE
progress	MOVE-SOMETHING
prohibit	PRECLUDE_FORBID_EXPEL
project	IMAGINE	DIRECT_AIM_MANEUVER
proliferate	INCREASE_ENLARGE_MULTIPLY
prolong	EXTEND
promise	GUARANTEE_ENSURE_PROMISE
promote	FOLLOW_SUPPORT_SPONSOR_FUND	PROMOTE
prompt	PERSUADE	INCITE_INDUCE
promulgate	SPEAK
pronounce	PRONOUNCE
proof	PROVE
proofread	VERIFY
prop	STABILIZE_SUPPORT-PHYSICALLY
propagate	CIRCULATE_SPREAD_DISTRIBUTE
propel	MOVE-SOMETHING
prophesy	GUESS
propose	PROPOSE
prosecute	ACCUSE
prosper	AMELIORATE
prostrate	LOWER
protect	PROTECT
protest	OPPOSE_REBEL_DISSENT
protract	INCREASE_ENLARGE_MULTIPLY
protrude	BULGE-OUT
prove	PROVE
provide	LOAD_PROVIDE_CHARGE_FURNISH
provoke	AROUSE_WAKE_ENLIVEN
prune	CUT
pry	OPEN
publicize	SPEAK
publish	PUBLISH
puff	BREATH_BLOW	INCREASE_ENLARGE_MULTIPLY
pull	ATTRACT_SUCK	CARRY-OUT-ACTION	LEAVE_DEPART_RUN-AWAY	TURN_CHANGE-DIRECTION	OVERCOME_SURPASS	PULL
pulsate	MOVE-ONESELF
pulverize	BREAK_DETERIORATE
pummel	HIT
pump	REMOVE_TAKE-AWAY_KIDNAP	LOAD_PROVIDE_CHARGE_FURNISH	FILL	FLOW
punch	HIT
punctuate	STOP
punish	PUNISH
purchase	BUY
purge	EXCRETE
purify	WASH_CLEAN
purport	REQUIRE_NEED_WANT_HOPE
purr	MAKE-A-SOUND
pursue	FOLLOW-IN-SPACE
push	PUBLICIZE	MOVE-SOMETHING	PERSUADE	DEVELOP_AGE	ESTABLISH
put	DELAY	RETAIN_KEEP_SAVE-MONEY	MOUNT_ASSEMBLE_PRODUCE	CAUSE-MENTAL-STATE	PUBLISH	PERFORM	PAY	TOLERATE	WEAKEN	PUT_APPLY_PLACE_PAVE	SPEAK
putter	TRAVEL
putz	WORK
puzzle	CAUSE-MENTAL-STATE
pyramid	INCREASE_ENLARGE_MULTIPLY
quack	MAKE-A-SOUND
quadruple	INCREASE_ENLARGE_MULTIPLY
qualify	REPRESENT	EXIST-WITH-FEATURE
quantify	MEASURE_EVALUATE
quarrel	QUARREL_POLEMICIZE
quash	CANCEL_ELIMINATE
quell	SUBJUGATE
quench	SUBJUGATE
query	ASK_REQUEST
question	ASK_REQUEST
quibble	ARGUE-IN-DEFENSE
quicken	SPEED-UP
quiet	MAKE-RELAX
quip	JOKE
quit	RESIGN_RETIRE
quiver	MOVE-ONESELF
quiz	VERIFY
quote	CITE
race	COMPETE	RUN
rack	BUY
radiate	EMIT
radio	TRANSMIT
rag	CAUSE-MENTAL-STATE
rage	ATTACK_BOMB
raid	ATTACK_BOMB
rail	OPPOSE_REBEL_DISSENT
railroad	OBLIGE_FORCE
rain	METEOROLOGICAL
raise	GROUP	RAISE	DEVELOP_AGE
rake	GROUP	OBTAIN
rally	INCREASE_ENLARGE_MULTIPLY	AMASS
ram	HIT
ramble	TRAVEL	SPEAK
ramp	STRENGTHEN_MAKE-RESISTANT
ranch	WORK
range	MOVE-ONESELF
rank	SUBJECTIVE-JUDGING
rankle	CAUSE-MENTAL-STATE
rap	HIT
rape	ATTACK_BOMB
rat	BETRAY
ratchet	MOVE-ONESELF
rate	CALCULATE_ESTIMATE
ratify	APPROVE_PRAISE
ration	RESTRAIN
rationalize	JUSTIFY_EXCUSE
rattle	SPEAK	MAKE-A-SOUND	MOVE-ONESELF
ravage	DESTROY
rave	SPEAK
ravish	CAUSE-MENTAL-STATE
raze	FLATTEN_SMOOTHEN
re-create	CREATE_MATERIALIZE
re-debate	DISCUSS
re-elect	CHOOSE
re-emerge	APPEAR
re-employ	HIRE
re-enact	SIMULATE
re-engage	CARRY-OUT-ACTION
re-enter	ENTER
re-evaluate	MEASURE_EVALUATE
re-export	SELL
re-fight	FIGHT
re-landscape	EMBELLISH
re-ship	CARRY_TRANSPORT
re-unify	COMBINE_MIX_UNITE
re-victimize	HURT_HARM_ACHE
reach	REACH	EXTEND	ARRIVE
react	REACT
reactivate	AROUSE_WAKE_ENLIVEN
read	READ
readjust	ADJUST_CORRECT
readmit	AUTHORIZE_ADMIT
ready	PREPARE
reaffirm	AFFIRM
realign	ADJUST_CORRECT
realize	UNDERSTAND	CREATE_MATERIALIZE
reap	OBTAIN
reappear	APPEAR
reapply	ASK_REQUEST
reapportion	CIRCULATE_SPREAD_DISTRIBUTE
reappraise	MEASURE_EVALUATE
rear	RAISE	DEVELOP_AGE
rearm	LOAD_PROVIDE_CHARGE_FURNISH
rearrange	SORT_CLASSIFY_ARRANGE
reason	INFER
reassemble	MOUNT_ASSEMBLE_PRODUCE
reassert	AFFIRM
reassess	THINK
reassign	ASSIGN-smt-to-smn
reassure	MAKE-RELAX
reawaken	AROUSE_WAKE_ENLIVEN
rebel	OPPOSE_REBEL_DISSENT
rebound	MOVE-BACK
rebuff	REFUSE
rebuild	MOUNT_ASSEMBLE_PRODUCE
rebut	DISCUSS
recalculate	CALCULATE_ESTIMATE
recalibrate	ADJUST_CORRECT
recall	RECALL	REMEMBER
recant	SPEAK
recap	SUMMARIZE
recapture	CATCH
recast	RENEW
recede	MOVE-BACK
receive	RECEIVE
recess	PUT_APPLY_PLACE_PAVE
recharge	FUEL
recheck	VERIFY
recirculate	MOVE-ONESELF
recite	SPEAK
reckon	SUBJECTIVE-JUDGING	TAKE-INTO-ACCOUNT_CONSIDER
reclaim	REQUIRE_NEED_WANT_HOPE
reclassify	SORT_CLASSIFY_ARRANGE
recognize	APPROVE_PRAISE	UNDERSTAND
recoil	MOVE-BACK
recombine	COMBINE_MIX_UNITE
recommend	PROPOSE
reconcile	SETTLE_CONCILIATE
reconsider	CONSIDER
reconstruct	MOUNT_ASSEMBLE_PRODUCE
reconvene	MEET
record	RECORD
recount	SPEAK
recoup	OBTAIN
recover	HELP_HEAL_CARE_CURE	OBTAIN
recreate	CREATE_MATERIALIZE
recruit	HIRE
rectify	ADJUST_CORRECT
recuperate	HELP_HEAL_CARE_CURE
recur	HAPPEN_OCCUR
recuse	DEBASE_ADULTERATE
recycle	USE
redden	COLOR
redecorate	EMBELLISH
redeem	PAY
redefine	NAME
redeploy	SORT_CLASSIFY_ARRANGE
redesign	CREATE_MATERIALIZE
redevelop	CREATE_MATERIALIZE
redirect	DIRECT_AIM_MANEUVER
rediscover	FIND
redistribute	SORT_CLASSIFY_ARRANGE
redline	SUBJECTIVE-JUDGING
redo	REPEAT
redouble	INCREASE_ENLARGE_MULTIPLY
redound	MOVE-BACK
redress	PAY
reduce	REDUCE_DIMINISH
reek	ODORIZE
reel	CAUSE-MENTAL-STATE	ROLL	SPEAK
reestablish	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
reevaluate	MEASURE_EVALUATE
reexamine	ANALYZE
refashion	RENEW
refer	NAME	SEND
reference	CITE
refinance	PAY	REPEAT
refine	AMELIORATE
reflect	THINK	REFLECT
refocus	FOCUS
reform	AMELIORATE
reformulate	AMELIORATE
refrain	ABSTAIN_AVOID_REFRAIN
refresh	COOL
refuel	FUEL
refund	GIVE_GIFT
refurbish	EMBELLISH
refuse	REFUSE
refute	PROVE
regain	OBTAIN
regard	SUBJECTIVE-JUDGING
regenerate	CREATE_MATERIALIZE
register	RECORD
regress	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
regret	REGRET_SORRY
regroup	SORT_CLASSIFY_ARRANGE
regulate	ADJUST_CORRECT
regurgitate	EXCRETE
rehabilitate	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
rehash	DISCUSS
rehearse	TRY
rehire	HIRE
reign	LEAD_GOVERN
reignite	BURN
reimagine	IMAGINE
reimburse	PAY
reimpose	CHARGE
rein	STOP
reinforce	STRENGTHEN_MAKE-RESISTANT
reinscribe	CAVE_CARVE
reinstall	MOUNT_ASSEMBLE_PRODUCE
reinstate	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
reintegrate	ADD
reintroduce	BRING
reinvent	RENEW
reinvigorate	AROUSE_WAKE_ENLIVEN
reiterate	REPEAT
reject	REFUSE
rejoice	CAUSE-MENTAL-STATE
rejoin	ALLY_ASSOCIATE_MARRY
rejuvenate	HELP_HEAL_CARE_CURE
rekindle	BURN
relapse	WORSEN
relate	CORRELATE	SPEAK
relax	MAKE-RELAX
relay	SEND
release	LIBERATE_ALLOW_AFFORD
relegate	DRIVE-BACK
relent	GIVE-UP_ABOLISH_ABANDON
relieve	HELP_HEAL_CARE_CURE	EXEMPT
relinquish	GIVE-UP_ABOLISH_ABANDON
relish	ENJOY
relive	UNDERGO-EXPERIENCE
relocate	MOVE-SOMETHING
rely	RELY
remain	REMAIN
remake	RENEW
remand	DRIVE-BACK
remark	SPEAK
remarry	ALLY_ASSOCIATE_MARRY
remedy	ADJUST_CORRECT
remember	REMEMBER
remind	REMEMBER
reminisce	REMEMBER
remit	SEND
remodel	RENEW
remove	REMOVE_TAKE-AWAY_KIDNAP
remunerate	PAY
rename	NAME
render	LOAD_PROVIDE_CHARGE_FURNISH	CHANGE-APPEARANCE/STATE	PERFORM
rendezvous	MEET
renege	FAIL_LOSE
renegotiate	NEGOTIATE
renew	ESTABLISH
renounce	GIVE-UP_ABOLISH_ABANDON
renovate	REPAIR_REMEDY
rent	LEND	TAKE-A-SERVICE_RENT
reopen	OPEN
reorganize	ORGANIZE
reorient	ORIENT
repack	INSERT
repackage	INSERT
repaint	PAINT
repair	REPAIR_REMEDY
repatriate	AUTHORIZE_ADMIT
repay	PAY
repeal	CANCEL_ELIMINATE
repeat	REPEAT
repel	DRIVE-BACK
repent	REGRET_SORRY
rephrase	SPEAK
replace	REPLACE
replant	GROW_PLOW
replenish	FILL
replicate	REPEAT
reply	ANSWER
report	INFORM
reposition	PUT_APPLY_PLACE_PAVE
repossess	GIVE_GIFT
repost	PUBLISH
represent	REPRESENT
repress	SUBJUGATE
reprimand	REPRIMAND
reprint	COPY
reprocess	PREPARE
reproduce	COPY
reprove	PUNISH
repudiate	REFUSE
repute	TREAT
request	ASK_REQUEST
require	REQUIRE_NEED_WANT_HOPE
requisition	ASK_REQUEST
reroute	DIRECT_AIM_MANEUVER
reschedule	PLAN_SCHEDULE
rescind	GIVE_GIFT
rescue	HELP_HEAL_CARE_CURE
research	SEARCH
resell	SELL
resemble	SEEM
resent	DISLIKE
reserve	RESERVE
reset	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
resettle	DIP_DIVE
reshape	ESTABLISH
reshuffle	MESS
reside	STAY_DWELL
resign	RESIGN_RETIRE
resist	RESIST
resolve	SETTLE_CONCILIATE	DECIDE_DETERMINE
resonate	MAKE-A-SOUND
resort	RESULT_CONSEQUENCE
resound	MAKE-A-SOUND
respect	LIKE
respond	REACT
rest	PUT_APPLY_PLACE_PAVE	RELY
restart	CONTINUE
restate	MEASURE_EVALUATE	REPEAT
restore	GIVE_GIFT	HELP_HEAL_CARE_CURE
restrain	RESTRAIN
restrict	RESTRAIN
restructure	ORGANIZE
result	RESULT_CONSEQUENCE
resume	CONTINUE
resupply	LOAD_PROVIDE_CHARGE_FURNISH
resurface	APPEAR
resurrect	MOVE-BACK
resuscitate	MOVE-BACK
retail	SELL
retain	RETAIN_KEEP_SAVE-MONEY
retake	GIVE_GIFT
retaliate	ATTACK_BOMB
retard	DELAY
rethink	BELIEVE
retire	PAY	RESIGN_RETIRE
retool	ADJUST_CORRECT
retrace	MOVE-BACK
retract	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
retrain	STUDY
retreat	MOVE-BACK	REDUCE_DIMINISH
retrench	STRENGTHEN_MAKE-RESISTANT
retrieve	BRING
retrofit	AMELIORATE
retrogress	WORSEN
retry	SUBJECTIVE-JUDGING
return	MOVE-BACK	GIVE_GIFT	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
reunite	ALLY_ASSOCIATE_MARRY
reup	INCREASE_ENLARGE_MULTIPLY
reuse	USE
rev	INCREASE_ENLARGE_MULTIPLY
revalue	MEASURE_EVALUATE
revamp	REPAIR_REMEDY
reveal	REVEAL
revel	LIKE
reverberate	MAKE-A-SOUND
revere	LIKE
reverse	INVERT_REVERSE
revert	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
review	VERIFY
revile	OFFEND_DISESTEEM
revise	ADJUST_CORRECT
revisit	VISIT
revitalize	AROUSE_WAKE_ENLIVEN
revive	AROUSE_WAKE_ENLIVEN
revoke	CANCEL_ELIMINATE
revolutionize	CHANGE_SWITCH
revolve	TRAVEL
reward	GIVE_GIFT
rework	AMELIORATE
rewrite	WRITE
rhyme	MATCH
rid	CANCEL_ELIMINATE
ridden	FILL
riddle	AFFECT
ride	MOVE-BY-MEANS-OF	OVERCOME_SURPASS
ridicule	JOKE
riff	JOKE
rig	MOUNT_ASSEMBLE_PRODUCE	FAKE
right	ADJUST_CORRECT
rile	CAUSE-MENTAL-STATE
rim	LIE
ring	ENCLOSE_WRAP	COMMUNICATE_CONTACT	PERFORM	RECORD
rinse	WASH_CLEAN
riot	OPPOSE_REBEL_DISSENT
rip	TRAVEL	CUT	STEAL_DEPRIVE
ripen	GROW_PLOW
ripple	MOVE-SOMETHING
rise	INCREASE_ENLARGE_MULTIPLY
risk	RISK
rival	COMPETE
rivet	FOCUS
roam	TRAVEL
roar	GO-FORWARD	MAKE-A-SOUND
roast	JOKE
rob	STEAL_DEPRIVE
robe	DRESS_WEAR
rock	MOVE-ONESELF
rocket	INCREASE_ENLARGE_MULTIPLY
roil	MOVE-ONESELF
roll	ROLL	INSERT
romance	ALLY_ASSOCIATE_MARRY
romp	RUN
roost	LIE
root	FOLLOW_SUPPORT_SPONSOR_FUND	GROUND_BASE_FOUND	EXTRACT
rot	DESTROY
rotate	ALTERNATE	TURN_CHANGE-DIRECTION
round	GROUP	FINISH_CONCLUDE_END
route	SEND
row	MOVE-SOMETHING
rub	TOUCH
rue	REGRET_SORRY
ruffle	MOVE-ONESELF
ruin	DESTROY
rule	PRECLUDE_FORBID_EXPEL	LEAD_GOVERN	DECREE_DECLARE
rumble	MAKE-A-SOUND
ruminate	THINK
rumor	SPEAK
run	CONSUME_SPEND	AMASS	MOVE-SOMETHING	COST	MEET	RUN	OPERATE	EXTEND	RISK	SHOW
rupture	SEPARATE_FILTER_DETACH
rush	RUN
rust	CORRODE_WEAR-AWAY_SCRATCH
rusticate	CHANGE-APPEARANCE/STATE
sabotage	DESTROY
sack	DISMISS_FIRE-SMN
sacrifice	GIVE_GIFT
sadden	CAUSE-MENTAL-STATE
saddle	BURDEN_BEAR
safeguard	PROTECT
sag	FALL_SLIDE-DOWN
sail	MOVE-BY-MEANS-OF
salt	COOK
salute	APPROVE_PRAISE
salvage	HELP_HEAL_CARE_CURE
sample	TRY
sanctify	COMMUNE
sanction	APPROVE_PRAISE
sandwich	INSERT
sanitize	WASH_CLEAN
sap	CONSUME_SPEND
satirize	JOKE
satisfy	CAUSE-MENTAL-STATE	PERSUADE
saturate	FILL
save	RETAIN_KEEP_SAVE-MONEY	HELP_HEAL_CARE_CURE
savor	ENJOY
say	DISCOURSE-FUNCTION	AFFIRM
scald	BURN
scale	RAISE	CHANGE-APPEARANCE/STATE
scamper	RUN
scan	ANALYZE
scandalize	CAUSE-MENTAL-STATE
scapegoat	ACCUSE
scar	HURT_HARM_ACHE
scare	CAUSE-MENTAL-STATE
scarf	EAT_BITE
scatter	COVER_SPREAD_SURMOUNT
scavenge	GROUP
schedule	PLAN_SCHEDULE
scheme	ORGANIZE
scoff	LAUGH
scold	REPRIMAND
scoop	REMOVE_TAKE-AWAY_KIDNAP
scoot	RUN
scorch	BURN
score	CREATE_MATERIALIZE	SCORE
scorn	DISLIKE
scotch	PRECLUDE_FORBID_EXPEL
scour	SEARCH
scout	SEARCH
scowl	FACIAL-EXPRESSION
scrabble	FEEL
scramble	TRY	RUN
scrap	QUARREL_POLEMICIZE	DISCARD
scrape	RETAIN_KEEP_SAVE-MONEY
scratch	CORRODE_WEAR-AWAY_SCRATCH	WRITE	SEARCH
scream	SPEAK
screech	STOP	MAKE-A-SOUND
screen	ANALYZE	PROTECT	SHOW
screw	MESS	SECURE_FASTEN_TIE
scribble	WRITE
scrimp	CONTINUE
script	CREATE_MATERIALIZE
scriptwrite	CREATE_MATERIALIZE
scrounge	SEARCH
scrub	WASH_CLEAN
scrutinize	ANALYZE
scuffle	FIGHT
sculpt	CAVE_CARVE
scurry	RUN
scuttle	DIP_DIVE	RUN
seal	CLOSE
search	SEARCH
season	COOK
seat	ASSIGN-smt-to-smn
secede	DISBAND_BREAK-UP
secrete	EXCRETE
secularize	CHANGE_SWITCH
secure	GUARANTEE_ENSURE_PROMISE	OBTAIN
sedate	MAKE-RELAX
seduce	PERSUADE
see	DISCOURSE-FUNCTION	SEE	VERIFY	ACCOMPANY
seed	BURY_PLANT
seek	SEARCH
seem	SEEM
seep	FLOW
seesaw	MOVE-ONESELF
seethe	CAUSE-MENTAL-STATE
segment	SEPARATE_FILTER_DETACH
segregate	SEPARATE_FILTER_DETACH
seize	CATCH
select	CHOOSE
sell	BETRAY	SELL
send	ASK_REQUEST	INCITE_INDUCE	DIRECT_AIM_MANEUVER	SEND
sense	PERCEIVE
sensitize	TEACH
sentence	DECREE_DECLARE
separate	SEPARATE_FILTER_DETACH
sequester	ISOLATE
serve	WORK	GIVE_GIFT	NOURISH_FEED
service	HAVE-A-FUNCTION_SERVE
set	COMPENSATE	PREPARE	EXPLODE	LEAVE_DEPART_RUN-AWAY	BEGIN	PUT_APPLY_PLACE_PAVE	DISAPPEAR	ESTABLISH
settle	SETTLE_CONCILIATE	FINISH_CONCLUDE_END	MAKE-RELAX
sever	CUT
sew	SECURE_FASTEN_TIE
shackle	STOP
shade	CLOUD_SHADOW_HIDE
shadow	FOLLOW-IN-SPACE
shag	CATCH
shake	DISCARD	MOVE-ONESELF
shame	OBLIGE_FORCE	OFFEND_DISESTEEM
shampoo	WASH_CLEAN
shape	SHAPE	SEEM	AMELIORATE
share	SHARE
sharpen	SHARPEN
shatter	BREAK_DETERIORATE
shave	CUT
shear	CUT
shed	SPILL_POUR	REDUCE_DIMINISH	DISCARD
shell	GIVE_GIFT	ATTACK_BOMB
shelter	TAKE-SHELTER
shelve	PUT_APPLY_PLACE_PAVE
shepherd	WATCH_LOOK-OUT
shield	PROTECT
shift	CHANGE_SWITCH
shimmer	GO-FORWARD	LIGHT_SHINE
shimmy	DANCE
shine	EXIST-WITH-FEATURE	LIGHT_SHINE
ship	CARRY_TRANSPORT
shirk	ABSTAIN_AVOID_REFRAIN
shit	EXCRETE
shiver	MOVE-ONESELF
shock	CAUSE-MENTAL-STATE
shoehorn	PREPARE
shoo	DRIVE-BACK
shoot	THROW	ANSWER	KILL	RECORD	KNOCK-DOWN	SPEAK	RUN
shop	SELL	SEARCH
shore	STABILIZE_SUPPORT-PHYSICALLY	LAND_GET-OFF
short-circuit	MESS
short	MESS	SELL
shorten	REDUCE_DIMINISH
