abandon	GIVE-UP_ABOLISH_ABANDON	DISCARD	CHANGE_SWITCH
shoulder	CARRY_TRANSPORT
shout	SPEAK
shove	PRESS_PUSH_FOLD
shovel	EXTRACT
show	APPEAR	SHOW
shower	THROW	CELEBRATE_PARTY
shpritz	SPILL_POUR
shred	CUT
shriek	MAKE-A-SOUND
shrink	REDUCE_DIMINISH
shrivel	REDUCE_DIMINISH
shroud	COVER_SPREAD_SURMOUNT
shrug	DEBASE_ADULTERATE	SPEAK	SIGN
shudder	MOVE-ONESELF
shuffle	MESS	GO-FORWARD
shun	ABSTAIN_AVOID_REFRAIN
shunt	CARRY_TRANSPORT
shut	SWITCH-OFF_TURN-OFF_SHUT-DOWN	STOP	ISOLATE	CLOSE	MAKE-A-SOUND
shutter	CLOSE
shuttle	GO-FORWARD	DISCARD
shy	ABSTAIN_AVOID_REFRAIN
sicken	CONTRACT-AN-ILLNESS_INFECT
side	FOLLOW_SUPPORT_SPONSOR_FUND
sidestep	ABSTAIN_AVOID_REFRAIN
sidetrack	DIVERSIFY
sift	SEPARATE_FILTER_DETACH
sigh	BREATH_BLOW	SPEAK
sight	SEE
sightsee	VISIT
sign	ALLY_ASSOCIATE_MARRY	AGREE_ACCEPT	WRITE	HIRE
signal	SIGN
signify	MEAN
silence	MAKE-A-SOUND
silt	STOP
simmer	COOK
simplify	SIMPLIFY
simulate	SIMULATE
sin	VIOLATE
sing	SING
single	CHOOSE
sink	DIP_DIVE
sip	DRINK
siphon	EMPTY_UNLOAD	MOVE-SOMETHING
sit	REPLACE	LIE	ABSTAIN_AVOID_REFRAIN
situate	PUT_APPLY_PLACE_PAVE
size	ANALYZE
sizzle	MAKE-A-SOUND
sketch	SUMMARIZE
skew	INFLUENCE
ski	TRAVEL
skid	GO-FORWARD
skim	GO-FORWARD	REMOVE_TAKE-AWAY_KIDNAP
skimp	LOAD_PROVIDE_CHARGE_FURNISH
skip	LEAVE_DEPART_RUN-AWAY	MISS_OMIT_LACK
skipper	WORK
skirmish	FIGHT
skirt	ENCLOSE_WRAP	ABSTAIN_AVOID_REFRAIN
skulk	TRAVEL
skydive	FALL_SLIDE-DOWN
skyrocket	INCREASE_ENLARGE_MULTIPLY
slack	UNFASTEN_UNFOLD
slacken	SLOW-DOWN
slam	THROW	HIT
slant	INCLINE
slap	HIT
slash	CUT	REDUCE_DIMINISH
slate	PLAN_SCHEDULE
slather	PUT_APPLY_PLACE_PAVE
slaughter	KILL
slay	KILL
sleep	HAVE-SEX	SLEEP	STAY_DWELL
slice	CUT
slide	GO-FORWARD	MOVE-SOMETHING
slim	REDUCE_DIMINISH
sling	MOVE-SOMETHING
slip	GO-FORWARD	REDUCE_DIMINISH	INSERT	GIVE_GIFT
slither	OVERCOME_SURPASS
sliver	BREAK_DETERIORATE
slog	MOVE-ONESELF
slope	GO-FORWARD
slosh	THROW
slow	REDUCE_DIMINISH	SLOW-DOWN
slug	DISCUSS	HIT
slump	FALL_SLIDE-DOWN
smack	EXIST-WITH-FEATURE
smart	HURT_HARM_ACHE
smash	DESTROY	HIT
smear	ACCUSE	COVER_SPREAD_SURMOUNT
smell	ODORIZE	SMELL
smile	LAUGH
smoke	BREATH_BLOW	EMIT	COOK
smolder	BURN
smooth	SETTLE_CONCILIATE	FLATTEN_SMOOTHEN	UNFASTEN_UNFOLD
smother	KILL
smuggle	CARRY_TRANSPORT
snag	OBTAIN
snake	GO-FORWARD
snap	BUY	BREAK_DETERIORATE	MOVE-SOMETHING	MAKE-A-SOUND	SPEAK
snatch	CATCH
sneak	MOVE-ONESELF
sneeze	BREATH_BLOW
sniff	SMELL	FIND	SPEAK
snipe	SHOOT_LAUNCH_PROPEL
snitch	STEAL_DEPRIVE
snivel	SPEAK
snoop	SEE
snore	BREATH_BLOW
snorkel	DIP_DIVE
snort	MAKE-A-SOUND
snow	METEOROLOGICAL
snowball	INCREASE_ENLARGE_MULTIPLY
snub	REFUSE
soak	ABSORB	WET
soar	INCREASE_ENLARGE_MULTIPLY	FLY
sob	CRY
sober	HELP_HEAL_CARE_CURE
socialize	PARTICIPATE	CHANGE_SWITCH
sock	RETAIN_KEEP_SAVE-MONEY
soften	REDUCE_DIMINISH
soil	DIRTY
solicit	ASK_REQUEST
solidify	CHANGE-APPEARANCE/STATE
solve	SOLVE
soothe	MAKE-RELAX
sort	SORT_CLASSIFY_ARRANGE	PERCEIVE
soulsearch	THINK
sound	EXIST-WITH-FEATURE	PERFORM	SPEAK
sour	CHANGE-TASTE
source	LOAD_PROVIDE_CHARGE_FURNISH	OBTAIN
sow	BURY_PLANT
space	FORGET
span	EXTEND
spar	FIGHT
spare	GIVE-UP_ABOLISH_ABANDON	EXEMPT
spark	AROUSE_WAKE_ENLIVEN
spawn	CREATE_MATERIALIZE
speak	SPEAK
spearhead	LEAD_GOVERN
specialize	WORK
specify	EXPLAIN
speculate	THINK
speed	SPEED-UP	RUN
spell	SIGNAL_INDICATE	SPEAK	EXPLAIN
spend	SPEND-TIME_PASS-TIME	CONSUME_SPEND
spew	EXCRETE
spike	KILL
spill	LEAVE_DEPART_RUN-AWAY	EMPTY_UNLOAD
spin	CREATE_MATERIALIZE	MOVE-ONESELF	WEAVE
spiral	GO-FORWARD
spirit	AROUSE_WAKE_ENLIVEN
spit	EXCRETE
splash	BUY	WET
split	SEPARATE_FILTER_DETACH	DISBAND_BREAK-UP
spoil	SPOIL
sponsor	FOLLOW_SUPPORT_SPONSOR_FUND
spook	CAUSE-MENTAL-STATE
sport	DRESS_WEAR
spot	SEE
spotlight	EMPHASIZE
spout	GO-FORWARD	SPEAK
sprain	HURT_HARM_ACHE
sprawl	LIE
spray	COVER_SPREAD_SURMOUNT
spread	COVER_SPREAD_SURMOUNT	CIRCULATE_SPREAD_DISTRIBUTE
spring	BEGIN
sprinkle	WET
sprout	GROW_PLOW
spruce	EMBELLISH
spur	AMELIORATE
spurn	REFUSE
spurt	GO-FORWARD
sputter	MAKE-A-SOUND
spy	SEE
squabble	ARGUE-IN-DEFENSE
squander	WASTE
square	COMPETE	MATCH
squat	LIE	STAY_DWELL
squeak	TRY
squeegee	WASH_CLEAN
squeeze	OBLIGE_FORCE	REDUCE_DIMINISH	PRESS_PUSH_FOLD
squelch	SUBJUGATE
squint	FACIAL-EXPRESSION
squirm	MOVE-ONESELF
stab	CUT
stabilize	STABILIZE_SUPPORT-PHYSICALLY
stack	EXIST-WITH-FEATURE	AMASS
staff	LOAD_PROVIDE_CHARGE_FURNISH
stage	CARRY-OUT-ACTION
stagger	TRAVEL
stagnate	STOP
stain	DIRTY
stake	ASK_REQUEST
stalk	HUNT
stall	FINISH_CONCLUDE_END	DELAY
stamp	APPROVE_PRAISE	FINISH_CONCLUDE_END	ATTACH	REPRESENT	TRAVEL
stampede	MOVE-SOMETHING
stanch	STOP
stand	RAISE	STOP	GIVE-UP_ABOLISH_ABANDON	STAY_DWELL	TOLERATE	MEAN	EXIST-WITH-FEATURE	WAIT	PUT_APPLY_PLACE_PAVE
standardize	ADJUST_CORRECT
staple	ATTACH
star	PERFORM
stare	SEE	OVERCOME_SURPASS
start	LEAVE_DEPART_RUN-AWAY	BEGIN	SPEAK
startle	JUMP
starve	HURT_HARM_ACHE
stash	CLOUD_SHADOW_HIDE	RETAIN_KEEP_SAVE-MONEY
state	SPEAK
station	PUT_APPLY_PLACE_PAVE
stave	ABSTAIN_AVOID_REFRAIN
stay	REMAIN	STAY_DWELL	STOP
steady	STABILIZE_SUPPORT-PHYSICALLY
steal	STEAL_DEPRIVE
steam	EMIT	COOK	GO-FORWARD
steamroller	CAUSE-SMT
steel	PREPARE
steep	DIP_DIVE
steer	DIRECT_AIM_MANEUVER	ABSTAIN_AVOID_REFRAIN
stem	STOP	COME-FROM
step	INCREASE_ENLARGE_MULTIPLY	GO-FORWARD	PARTICIPATE	RESIGN_RETIRE
sterilize	WASH_CLEAN
stew	CAUSE-MENTAL-STATE	COOK
stick	ARGUE-IN-DEFENSE	ATTACH	BULGE-OUT	STAY_DWELL
stiffen	CHANGE-APPEARANCE/STATE
stifle	STOP
stimulate	INCITE_INDUCE
sting	HURT_HARM_ACHE
stink	ODORIZE
stipulate	EXPLAIN
stir	CAUSE-MENTAL-STATE	CREATE_MATERIALIZE	COMBINE_MIX_UNITE	MOVE-ONESELF
stitch	SECURE_FASTEN_TIE
stock	LOAD_PROVIDE_CHARGE_FURNISH	RETAIN_KEEP_SAVE-MONEY
stockpile	LOAD_PROVIDE_CHARGE_FURNISH
stoke	INCREASE_ENLARGE_MULTIPLY
stomach	EAT_BITE
stomp	TRAVEL
stone	USE	KILL
stonewall	DELAY
stoop	LOWER
stop	STOP	CLOSE	VISIT
store	RETAIN_KEEP_SAVE-MONEY
storm	ATTACK_BOMB
stow	FILL
straddle	LIE
strafe	ATTACK_BOMB
straighten	ADJUST_CORRECT	STRAIGHTEN
strain	SEPARATE_FILTER_DETACH	HURT_HARM_ACHE	TRY	BREAK_DETERIORATE
strand	GIVE-UP_ABOLISH_ABANDON
strangle	KILL
strap	REQUIRE_NEED_WANT_HOPE	SECURE_FASTEN_TIE
strategize	PLAN_SCHEDULE
stray	TRAVEL
streak	GO-FORWARD
stream	FLOW
streamline	SIMPLIFY
strengthen	STRENGTHEN_MAKE-RESISTANT
stress	CAUSE-MENTAL-STATE	EMPHASIZE
stretch	EXTEND
strew	CIRCULATE_SPREAD_DISTRIBUTE
stride	TRAVEL
strike	DRIVE-BACK	KNOCK-DOWN	SEEM	CANCEL_ELIMINATE	BEGIN	OPPOSE_REBEL_DISSENT	HIT	BEHAVE
strip	REMOVE_TAKE-AWAY_KIDNAP
strive	TRY
stroke	TOUCH
stroll	MOVE-ONESELF
structure	SORT_CLASSIFY_ARRANGE
struggle	FIGHT	TRY
stub	HIT
stud	LOAD_PROVIDE_CHARGE_FURNISH
study	ANALYZE
stuff	FILL
stumble	FALL_SLIDE-DOWN
stump	CAUSE-MENTAL-STATE
stun	CAUSE-MENTAL-STATE
stunt	STOP
style	EMBELLISH
stymie	STOP
subcontract	HIRE
subdivide	SEPARATE_FILTER_DETACH
subdue	SUBJUGATE
subject	CAUSE-SMT
sublet	LEND
sublimate	CHANGE-APPEARANCE/STATE
submerge	DIP_DIVE
submit	GIVE_GIFT
subordinate	SUBJUGATE
subpoena	SUMMON
subscribe	PAY	OFFER
subside	REDUCE_DIMINISH
subsidize	FOLLOW_SUPPORT_SPONSOR_FUND
substantiate	PROVE
substitute	REPLACE
subsume	INCLUDE-AS
subtitle	NAME
subtract	REMOVE_TAKE-AWAY_KIDNAP
subvert	DESTROY
succeed	ACHIEVE	COME-AFTER_FOLLOW-IN-TIME
succumb	FAIL_LOSE
suck	ATTRACT_SUCK	MANAGE
sue	ACCUSE
suffer	HURT_HARM_ACHE
suffice	EXIST-WITH-FEATURE
suffocate	KILL
suggest	PROPOSE
suit	FIT	HARMONIZE
sully	DIRTY
sum	SUMMARIZE
summarize	SUMMARIZE
summon	AROUSE_WAKE_ENLIVEN	SUMMON
sunbathe	SHOW
super	COVER_SPREAD_SURMOUNT
superimpose	COVER_SPREAD_SURMOUNT
supersede	REPLACE
supervise	WATCH_LOOK-OUT
supplant	REPLACE
supplement	ADD
supply	LOAD_PROVIDE_CHARGE_FURNISH
support	HELP_HEAL_CARE_CURE
suppose	BELIEVE
suppress	PRECLUDE_FORBID_EXPEL
surface	RAISE	COVER_SPREAD_SURMOUNT
surge	INCREASE_ENLARGE_MULTIPLY
surmise	BELIEVE
surmount	COVER_SPREAD_SURMOUNT
surpass	OVERCOME_SURPASS
surprise	CAUSE-MENTAL-STATE
surrender	GIVE-UP_ABOLISH_ABANDON
surround	ENCLOSE_WRAP
surveil	WATCH_LOOK-OUT
survey	ANALYZE
survive	OVERCOME_SURPASS
suspect	BELIEVE
suspend	STOP	HANG
sustain	UNDERGO-EXPERIENCE	EXTEND
swallow	EAT_BITE
swamp	WET
swap	REPLACE
swathe	DRESS_WEAR
sway	GO-FORWARD	PERSUADE
swear	GUARANTEE_ENSURE_PROMISE	OFFEND_DISESTEEM	AFFIRM
sweat	CONTINUE	REDUCE_DIMINISH	EXCRETE
sweep	FOLLOW_SUPPORT_SPONSOR_FUND	GO-FORWARD	REMOVE_TAKE-AWAY_KIDNAP
sweeten	CHANGE-TASTE
swell	INCREASE_ENLARGE_MULTIPLY
swerve	TURN_CHANGE-DIRECTION
swim	DIP_DIVE
swindle	STEAL_DEPRIVE
swing	ALTERNATE	GO-FORWARD	MAKE-A-SOUND	MOVE-SOMETHING
swirl	TRAVEL
switch	REPLACE	CHANGE_SWITCH
swivel	MOVE-ONESELF
swoon	CAUSE-MENTAL-STATE
swoop	GO-FORWARD	CATCH
symbolize	REPRESENT
sympathize	CAUSE-MENTAL-STATE
synchronize	HAPPEN_OCCUR
syncopate	PERFORM
syndicate	GIVE_GIFT
synthesize	CREATE_MATERIALIZE
systematize	SORT_CLASSIFY_ARRANGE
taboo	PRECLUDE_FORBID_EXPEL
tabulate	SORT_CLASSIFY_ARRANGE
tack	ATTACH	INCREASE_ENLARGE_MULTIPLY
tackle	FACE_CHALLENGE
tag	ATTACH
tail	CHASE
tailgate	FOLLOW-IN-SPACE
tailor	HARMONIZE
taint	CONTRACT-AN-ILLNESS_INFECT
taiwanize	CHANGE-APPEARANCE/STATE
take	RECOGNIZE_ADMIT_IDENTIFY	USE	CATCH	REPLACE	TAKE	REMOVE_TAKE-AWAY_KIDNAP	LIKE	TAKE-SHELTER	INCREASE_ENLARGE_MULTIPLY	BRING	TOLERATE	FACE_CHALLENGE	HAPPEN_OCCUR	INTERPRET	CAUSE-MENTAL-STATE	LEAVE_DEPART_RUN-AWAY	DESTROY	REQUIRE_NEED_WANT_HOPE
talk	PERSUADE	SPEAK
tally	COUNT
tame	TEACH
tamper	VIOLATE
tan	COLOR
tangle	MESS
tango	DANCE
tank	ACHIEVE
tap	ASK_REQUEST	HIT	SEARCH
tape	ATTACH	RECORD
taper	REDUCE_DIMINISH
tar	COVER_SPREAD_SURMOUNT
target	DIRECT_AIM_MANEUVER
tarnish	DIRTY
taste	EXIST-WITH-FEATURE	TASTE
taunt	OFFEND_DISESTEEM
tax	CHARGE
taxi	TRAVEL
teach	TEACH
team	GROUP
tear	SEPARATE_FILTER_DETACH	CUT	FLATTEN_SMOOTHEN	CRY	RUN
tease	CAUSE-MENTAL-STATE	FIND
tee	HIT
teem	EXIST-WITH-FEATURE
telegraph	SEND
telephone	COMMUNICATE_CONTACT
televise	TRANSMIT
telework	WORK
tell	RECOGNIZE_ADMIT_IDENTIFY	BETRAY	SPEAK
temper	REDUCE_DIMINISH
tempt	AROUSE_WAKE_ENLIVEN
tend	MANAGE	BEHAVE
tender	OFFER
tenure	ASSIGN-smt-to-smn
term	NAME
terminate	FINISH_CONCLUDE_END	DISMISS_FIRE-SMN
terrify	CAUSE-MENTAL-STATE
test	VERIFY
testify	GUARANTEE_ENSURE_PROMISE
thank	APPROVE_PRAISE
thatch	COVER_SPREAD_SURMOUNT
thaw	CONVERT
theorize	THINK
thicken	CHANGE-APPEARANCE/STATE
thin	REDUCE_DIMINISH
think	THINK	CREATE_MATERIALIZE
thrash	DISCUSS	TRAVEL	HIT
thread	TRAVEL
threaten	ENDANGER
thrill	AROUSE_WAKE_ENLIVEN
thrive	AMELIORATE
throb	MOVE-ONESELF
throng	AMASS
throttle	RESTRAIN
throw	THROW	EXCRETE	ADD	DISCARD	ORGANIZE
thrust	PRESS_PUSH_FOLD
thumb	ANALYZE	JOKE
thunder	SPEAK
thwap	HIT
thwart	ABSTAIN_AVOID_REFRAIN
tick	CAUSE-MENTAL-STATE	MAKE-A-SOUND	EXPLAIN
ticket	DECREE_DECLARE
tickle	AROUSE_WAKE_ENLIVEN
tidy	SORT_CLASSIFY_ARRANGE
tie	OBLIGE_FORCE	JOIN_CONNECT	PARTICIPATE	SCORE	SECURE_FASTEN_TIE
tighten	RESTRAIN	TIGHTEN
till	GROW_PLOW
tilt	INCLINE
time	ADJUST_CORRECT
tincture	COLOR
tinker	WORK
tip	INVERT_REVERSE	GIVE_GIFT	INCLINE	INFORM
tiptoe	MOVE-ONESELF
tire	EXHAUST
title	NAME
toast	CELEBRATE_PARTY
toil	WORK
tolerate	TOLERATE
toll	MAKE-A-SOUND	CHARGE
tone	REDUCE_DIMINISH
toot	MAKE-A-SOUND
top	COVER_SPREAD_SURMOUNT	OVERCOME_SURPASS
topple	FALL_SLIDE-DOWN
torch	DESTROY
torment	HURT_HARM_ACHE
torpedo	DESTROY
torture	HURT_HARM_ACHE
toss	THROW	DISCARD	SPEAK
total	REACH	ADD
tote	REACH	CARRY_TRANSPORT
totter	TRAVEL	MOVE-ONESELF
touch	TOUCH	AROUSE_WAKE_ENLIVEN	REFER	EMBELLISH
toughen	STRENGTHEN_MAKE-RESISTANT
tour	VISIT
tout	PUBLICIZE
tow	PULL
tower	OVERCOME_SURPASS
toy	BEHAVE
trace	COPY	FOLLOW-IN-SPACE
track	FIND	MATCH	CHASE
trade	REPLACE
traduce	OFFEND_DISESTEEM
trail	FINISH_CONCLUDE_END	CHASE
train	DIRECT_AIM_MANEUVER	TEACH
traipse	TRAVEL
tramp	TRAVEL
trample	HURT_HARM_ACHE
tranquilize	MAKE-RELAX
transact	ALLY_ASSOCIATE_MARRY
transcend	OVERCOME_SURPASS
transcribe	WRITE
transfer	TRANSMIT
transform	CHANGE-APPEARANCE/STATE
transgress	VIOLATE
transit	TRAVEL
transition	CHANGE_SWITCH
translate	TRANSLATE
transmit	TRANSMIT
transmogrify	CHANGE-APPEARANCE/STATE
transpire	HAPPEN_OCCUR
transplant	MOVE-SOMETHING
transport	CARRY_TRANSPORT
trap	CATCH
trash	DISCARD
traumatize	HURT_HARM_ACHE
travel	GO-FORWARD
traverse	EXTEND
tread	PRESS_PUSH_FOLD
treasure	LIKE
treat	LOAD_PROVIDE_CHARGE_FURNISH	TREAT	SPEAK	HELP_HEAL_CARE_CURE	PREPARE
treble	INCREASE_ENLARGE_MULTIPLY
trek	GO-FORWARD
tremble	MOVE-ONESELF
trend	EXIST-WITH-FEATURE
trespass	VIOLATE
trick	DECEIVE
trickle	FLOW
trigger	AROUSE_WAKE_ENLIVEN
trim	CUT	REDUCE_DIMINISH
trip	AROUSE_WAKE_ENLIVEN
triple	INCREASE_ENLARGE_MULTIPLY
triumph	WIN
trivialize	DOWNPLAY_HUMILIATE
trot	MOVE-BY-MEANS-OF	SHOW
trouble	CAUSE-MENTAL-STATE
trounce	DEFEAT
truck	CARRY_TRANSPORT
trudge	MOVE-ONESELF
trump	WIN
trumpet	SPEAK
trundle	TRAVEL
trust	GIVE_GIFT	RELY
try	SUBJECTIVE-JUDGING	VERIFY	TRY
tuck	DECREE_DECLARE	INSERT
tug	PULL
tumble	FALL_SLIDE-DOWN
tune	ADJUST_CORRECT
turn	MOUNT_ASSEMBLE_PRODUCE	APPEAR	GIVE_GIFT	REPLACE	CHANGE-APPEARANCE/STATE	DRIVE-BACK	PROVE	IMPLY	OPERATE	SWITCH-OFF_TURN-OFF_SHUT-DOWN	EARN	TURN_CHANGE-DIRECTION	REFUSE
tutor	TEACH
twiddle	TRAVEL
twirl	TRAVEL
twist	SHAPE
twitch	MOVE-ONESELF
type	TYPE
typify	REPRESENT
tyrannize	LEAD_GOVERN
unblock	UNFASTEN_UNFOLD
unburden	REMOVE_TAKE-AWAY_KIDNAP
uncap	REMOVE_TAKE-AWAY_KIDNAP
uncover	FIND
undercut	PRECLUDE_FORBID_EXPEL
underestimate	CALCULATE_ESTIMATE
undergo	UNDERGO-EXPERIENCE
underinflate	INCREASE_ENLARGE_MULTIPLY
underlie	GROUND_BASE_FOUND
underline	EMPHASIZE
undermine	WEAKEN
underperform	FAIL_LOSE
underpin	HELP_HEAL_CARE_CURE
underprice	SELL
underscore	EMPHASIZE
undersell	SELL
understand	UNDERSTAND
understate	DOWNPLAY_HUMILIATE
undertake	FACE_CHALLENGE
underuse	USE
underutilize	USE
undervalue	CALCULATE_ESTIMATE
underwrite	FOLLOW_SUPPORT_SPONSOR_FUND
undo	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
undulate	MOVE-SOMETHING
unearth	SHOW
unfold	OPEN	DEVELOP_AGE
unhinge	CAUSE-MENTAL-STATE	REMOVE_TAKE-AWAY_KIDNAP
unify	COMBINE_MIX_UNITE
unionize	ALLY_ASSOCIATE_MARRY
unite	ALLY_ASSOCIATE_MARRY
unleash	LIBERATE_ALLOW_AFFORD
unload	CANCEL_ELIMINATE	EMPTY_UNLOAD
unlock	UNFASTEN_UNFOLD
unmask	REVEAL
unnerve	CAUSE-MENTAL-STATE
unpack	SHOW
unplug	SWITCH-OFF_TURN-OFF_SHUT-DOWN
unravel	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
unroll	UNFASTEN_UNFOLD
unseal	OPEN
unseat	REMOVE_TAKE-AWAY_KIDNAP
unsettle	CAUSE-MENTAL-STATE
unshackle	LIBERATE_ALLOW_AFFORD
unstable	MESS
untie	LIBERATE_ALLOW_AFFORD
unveil	SHOW
unwind	STRAIGHTEN
up	INCREASE_ENLARGE_MULTIPLY
update	AMELIORATE
upgrade	REPLACE	AMELIORATE
uphold	ARGUE-IN-DEFENSE
uplift	RAISE
upload	TRANSMIT
uproot	EXTRACT
upset	MESS	CAUSE-MENTAL-STATE
urge	OBLIGE_FORCE
use	CONSUME_SPEND	USE	MODAL	BEHAVE
usher	BEGIN	DIRECT_AIM_MANEUVER
usurp	STEAL_DEPRIVE
utilize	USE
utter	SPEAK
vacate	RESIGN_RETIRE
vacation	TRAVEL
vacillate	COMPARE
vacuum	WASH_CLEAN
validate	AUTHORIZE_ADMIT
value	CALCULATE_ESTIMATE
vandalize	DESTROY
vanish	DISAPPEAR
vanquish	DEFEAT
vaporize	CONVERT
vary	DIVERSIFY
vault	JUMP
vaunt	BEHAVE
veer	TURN_CHANGE-DIRECTION
veil	CLOUD_SHADOW_HIDE
vend	SELL
venerate	CAUSE-MENTAL-STATE
vent	AIR
ventilate	REPAIR_REMEDY
venture	RISK	GUESS
verbalize	SPEAK
verge	ARRIVE
verify	VERIFY
verse	LEARN
vest	ASSIGN-smt-to-smn
vet	ANALYZE
veto	PRECLUDE_FORBID_EXPEL
vex	CAUSE-MENTAL-STATE
vibrate	MOVE-ONESELF
victimize	PUNISH
videotape	RECORD
vie	COMPETE
view	SUBJECTIVE-JUDGING	SEE
vindicate	ARGUE-IN-DEFENSE
violate	VIOLATE
visit	MEET
visualize	IMAGINE
vitiate	DEBASE_ADULTERATE
voice	SPEAK
void	CANCEL_ELIMINATE
volunteer	OFFER
vomit	EXCRETE
vote	CANCEL_ELIMINATE	CHOOSE
vouch	GUARANTEE_ENSURE_PROMISE
vow	GUARANTEE_ENSURE_PROMISE
wade	GO-FORWARD
waffle	STOP
waft	AIR
wag	MOVE-SOMETHING
wage	FACE_CHALLENGE
wail	CRY
wait	WORK	WAIT	OVERCOME_SURPASS
waive	GIVE-UP_ABOLISH_ABANDON
wake	AROUSE_WAKE_ENLIVEN
walk	GO-FORWARD	SCORE	MOVE-ONESELF
wall	SEPARATE_FILTER_DETACH
wallow	CAUSE-MENTAL-STATE
wander	TRAVEL
wane	REDUCE_DIMINISH
want	REQUIRE_NEED_WANT_HOPE
war	ATTACK_BOMB
ward	DRIVE-BACK
warm	HEAT	PREPARE
warn	WARN
warp	BEND
warrant	JUSTIFY_EXCUSE
wash	WASH_CLEAN	CARRY_TRANSPORT	EXIST-WITH-FEATURE
waste	WASTE
watch	WATCH_LOOK-OUT	SEE
water	WEAKEN	WET
wave	SIGNAL_INDICATE
waver	TRAVEL
wax	COVER_SPREAD_SURMOUNT	CHANGE_SWITCH
weaken	WEAKEN
wean	REMOVE_TAKE-AWAY_KIDNAP
weaponize	HAVE-A-FUNCTION_SERVE
wear	SPEND-TIME_PASS-TIME	CORRODE_WEAR-AWAY_SCRATCH	REDUCE_DIMINISH	EXHAUST	DRESS_WEAR
weary	EXHAUST
weather	OVERCOME_SURPASS
weave	TRAVEL	WEAVE
wed	ALLY_ASSOCIATE_MARRY
wedge	PRESS_PUSH_FOLD
weep	CRY
weigh	GIVE_GIFT	COMPARE	BURDEN_BEAR	MEASURE_EVALUATE
weight	INFLUENCE
welcome	AGREE_ACCEPT
weld	JOIN_CONNECT
well	BEGIN
wet	WET
whack	DISCARD	HIT
wheel	CARRY_TRANSPORT
wheeze	BREATH_BLOW
while	SPEND-TIME_PASS-TIME
whine	MAKE-A-SOUND
whip	AROUSE_WAKE_ENLIVEN	TAKE	HIT
whipsaw	MOVE-ONESELF
whir	MAKE-A-SOUND
whirr	MAKE-A-SOUND
whisk	RUN
whisper	SPEAK
whistle	MAKE-A-SOUND
whiten	COLOR
whittle	CUT
wholesale	SELL
whoop	SHOUT
whoosh	MOVE-ONESELF
whore	HAVE-SEX
wick	ABSORB
widen	INCREASE_ENLARGE_MULTIPLY
widow	CAUSE-SMT
wield	CATCH
wiggle	MOVE-SOMETHING
will	GIVE_GIFT
wilt	WEAKEN
win	WIN	PERSUADE
wince	FACIAL-EXPRESSION
wind	RESULT_CONSEQUENCE	FINISH_CONCLUDE_END	ROLL
wink	SIGNAL_INDICATE
wipe	CONSUME_SPEND	CORRODE_WEAR-AWAY_SCRATCH	MOVE-SOMETHING
wire	SECURE_FASTEN_TIE	SEND
wish	REQUIRE_NEED_WANT_HOPE
withdraw	MOVE-BACK
wither	SPOIL
withhold	REFUSE
withstand	RESIST
witness	SEE
wobble	MOVE-ONESELF
wolf	EAT_BITE
womanize	COURT
wonder	THINK
woo	COURT
word	SPEAK
work	MOUNT_ASSEMBLE_PRODUCE	OPERATE	BREAK_DETERIORATE	REACH	WORK	GO-FORWARD	PREPARE
worry	CAUSE-MENTAL-STATE
worsen	WORSEN
worship	APPROVE_PRAISE
wound	HURT_HARM_ACHE
wow	CAUSE-MENTAL-STATE
wrack	DESTROY
wrangle	QUARREL_POLEMICIZE
wrap	FINISH_CONCLUDE_END	ENCLOSE_WRAP
wreak	HAPPEN_OCCUR
wreck	DESTROY
wrench	PULL
wrest	CATCH
wrestle	FIGHT	TAKE	MOVE-ONESELF
wriggle	MOVE-ONESELF
wring	EXTRACT
write	RECOGNIZE_ADMIT_IDENTIFY	PUBLISH	WRITE	DEBASE_ADULTERATE
writhe	MOVE-ONESELF
wrong	TREAT
wrought	CHANGE_SWITCH
x-ray	ANALYZE
yank	PULL
yawn	MAKE-A-SOUND
yearn	REQUIRE_NEED_WANT_HOPE
yell	MAKE-A-SOUND
yield	CAUSE-SMT	GIVE-UP_ABOLISH_ABANDON	GENERATE
zag	GO-FORWARD
zap	KILL
zero	DIRECT_AIM_MANEUVER	DISCARD
zig	TRAVEL
zip	RUN
zone	DIVIDE
zoom	RUN
